Household_ID,Dietary_Preferences,Family_Size,Food_Item,Purchase_Amount,Consumption_Amount,Waste_Amount,Waste_Type,Storage_Method,Disposal_Method,Timestamp
cf929478-0b31-4c44-a497-b3c2a3b4ada8,Vegan,2,Vegetables,1.81,1.03,0.78,Avoidable,Frozen,Donation,2024-06-09
e249c4c5-e791-474b-9a5e-82656db0845b,Vegetarian,5,Fruits,1.13,0.65,0.48,Avoidable,Pantry,Feed Animals,2024-04-30
9a1c82c4-c57b-4e5d-a9f8-c0450b1de17f,Omnivore,6,Grains,2.85,2.68,0.17,Avoidable,Pantry,Feed Animals,2024-05-26
b6396f52-c2f4-47a5-9e9f-4cb048247664,Vegetarian,3,Vegetables,7.9,1.51,6.39,Avoidable,Refrigerated,Compost,2024-09-19
2370169f-1ea3-403e-b8f9-da8b980b9440,Vegan,4,Beverages,5.81,5.06,0.74,Avoidable,Refrigerated,Donation,2024-05-06
3a125771-8108-4ddc-adf4-d5c3df07ada0,Vegan,5,Fruits,14.58,5.52,9.06,Avoidable,Pantry,Compost,2024-02-08
67eb2900-2cc5-4610-b319-bb0c1e0a0930,Omnivore,6,Dairy,18.74,9.38,9.36,Avoidable,Refrigerated,Compost,2024-08-23
1bb6771a-96ac-467e-983a-b2cf90f5db72,Omnivore,3,Beverages,4.94,2.51,2.43,Avoidable,Refrigerated,Feed Animals,2024-04-29
9d8c1583-383f-41ec-a398-86e64ce9c8a7,Vegan,1,Snacks,4.59,1.83,2.77,Avoidable,Pantry,Compost,2024-04-15
72bdb68a-cc8f-42da-86c7-0e2dd0d12723,Pescatarian,4,Fruits,1.78,0.58,1.21,Avoidable,Pantry,Donation,2024-08-23
5b8458e5-3d72-48d7-8e6d-84a925bbd72a,Omnivore,1,Grains,8.06,3.04,5.02,Avoidable,Pantry,Trash,2024-04-21
ab2558f7-1a36-47c3-9c0d-f7fc0d24b06f,Vegan,3,Snacks,12.42,7.61,4.81,Avoidable,Pantry,Feed Animals,2024-06-29
e02d88fe-65d0-4ea8-9483-a6d5d75a433c,Vegetarian,5,Snacks,8.74,2.94,5.8,Avoidable,Pantry,Compost,2024-09-08
a5c067fc-6560-4496-bbfc-8976c80e5079,Vegan,6,Vegetables,13.1,12.59,0.51,Avoidable,Pantry,Compost,2024-06-21
e555b4a0-88d8-4fa4-898d-d68efa9c41f6,Vegan,2,Beverages,8.16,3.34,4.82,Avoidable,Refrigerated,Donation,2024-06-28
ea370c12-0393-42b2-9636-d7a81d9833f6,Vegetarian,2,Beverages,1.36,0.91,0.45,Avoidable,Refrigerated,Feed Animals,2024-08-15
da9bcd2a-ec96-4a4a-ba60-abc2b1b2ff77,Vegetarian,1,Fruits,5.13,1.21,3.92,Avoidable,Frozen,Donation,2024-07-13
4f8c35d5-2206-4d8b-bb36-46167c15e1ee,Vegan,4,Meat,6.15,3.73,2.42,Avoidable,Pantry,Donation,2024-01-14
3b172499-512b-4a0d-9fc6-5470327ae28b,Vegetarian,4,Dairy,17.16,3.42,13.74,Avoidable,Pantry,Feed Animals,2024-01-02
bb97e4a5-ce6e-4215-9834-1acfd61affd0,Vegan,2,Snacks,18.19,14.46,3.73,Avoidable,Refrigerated,Trash,2024-05-30
d1ff7f06-b711-49be-a415-c06664ed32f3,Pescatarian,4,Vegetables,9.4,4.31,5.09,Avoidable,Refrigerated,Compost,2024-06-06
7288f0ea-a0f8-4113-9c21-ae30d3396048,Vegetarian,2,Beverages,7.28,5.31,1.97,Avoidable,Refrigerated,Trash,2024-06-29
5f53e90b-0566-49e3-be3a-8706a8233337,Omnivore,1,Fruits,7.38,1.89,5.49,Avoidable,Frozen,Donation,2024-05-01
bb60201e-948a-4928-9249-cf439f8cd3d4,Omnivore,5,Grains,8.14,3.96,4.18,Avoidable,Pantry,Donation,2024-08-26
4eb5e780-4a81-4635-a284-c69648629667,Vegan,5,Vegetables,8.92,6.65,2.27,Avoidable,Pantry,Trash,2024-01-25
36af3d55-823b-4123-b18c-acded948a14b,Vegetarian,5,Fruits,15.68,2.76,12.93,Avoidable,Pantry,Donation,2024-03-24
fb79845e-3a8e-45af-8f56-d3f8ab5d9089,Vegetarian,4,Dairy,16.76,3.81,12.95,Avoidable,Pantry,Donation,2024-02-13
93fef5af-8b3d-46c7-9bef-155bebe22405,Omnivore,1,Beverages,1.32,0.87,0.45,Avoidable,Frozen,Donation,2024-05-05
71f79ab5-babb-4c2a-a0a3-820d28ad17cc,Vegetarian,5,Beverages,9.17,2.39,6.78,Avoidable,Pantry,Donation,2024-06-13
a1a04b66-4dee-41e7-9859-d881f2e4d9e1,Pescatarian,6,Vegetables,5.01,2.31,2.69,Avoidable,Pantry,Trash,2024-08-09
2fdfeaff-5b10-46e7-b5fb-e12c66e29168,Pescatarian,3,Dairy,17.78,5.01,12.78,Avoidable,Refrigerated,Feed Animals,2024-05-10
d6ad9ac6-d2f5-4067-b089-911df67d4571,Vegan,1,Grains,14.6,11.66,2.94,Avoidable,Pantry,Donation,2024-02-08
8a07b33b-94a9-4a21-ba38-ae378eab4c6e,Vegetarian,3,Vegetables,12.04,0.84,11.2,Avoidable,Frozen,Donation,2024-02-14
847c4943-002a-4e3f-90ff-230ffeb0c247,Vegetarian,2,Beverages,13.43,11.5,1.93,Avoidable,Frozen,Donation,2024-03-06
22c13e42-8f3e-448a-9f44-fd2a3b43b102,Vegetarian,1,Beverages,13.85,8.09,5.75,Avoidable,Pantry,Compost,2024-08-26
e5ae422f-a64b-4699-9ab7-0fe7e7c17e82,Omnivore,6,Vegetables,19.28,13.93,5.35,Avoidable,Refrigerated,Trash,2024-05-24
a8cc2f95-e4be-4a1b-9d79-8c18fd83361e,Vegan,5,Fruits,9.43,7.23,2.21,Avoidable,Refrigerated,Feed Animals,2024-09-21
9d59b4ea-72f9-4fa8-8dc4-40342682c496,Pescatarian,4,Dairy,6.52,4.78,1.74,Avoidable,Refrigerated,Feed Animals,2024-01-14
6c345e00-4e06-4628-968d-0d1cdf67fbfb,Omnivore,6,Meat,17.07,10.66,6.41,Avoidable,Frozen,Compost,2024-08-14
acbffc6d-1495-4ae0-83cd-0b8a9d435ac9,Omnivore,1,Beverages,6.89,5.12,1.77,Avoidable,Pantry,Donation,2024-05-15
8c5ef278-c8ea-4ceb-a089-d070b497a3cf,Omnivore,3,Vegetables,5.14,1.24,3.91,Avoidable,Refrigerated,Donation,2024-03-27
b5cada98-b953-4223-ab87-c83e4225bc94,Pescatarian,2,Fruits,5.05,4.28,0.77,Avoidable,Pantry,Feed Animals,2024-06-14
036c5aed-07e5-43e3-8d02-27562100a564,Pescatarian,2,Beverages,16.28,6.22,10.06,Avoidable,Refrigerated,Compost,2024-07-23
4d4a2d38-5ef9-43c4-9ec3-5d61a59fc7c3,Vegan,3,Dairy,2.36,0.95,1.41,Avoidable,Refrigerated,Feed Animals,2024-01-23
df06560e-bb27-478c-908a-7b511b311119,Pescatarian,4,Dairy,2.11,1.39,0.73,Avoidable,Pantry,Trash,2024-03-18
a70f7b7d-ecd0-48ac-94d1-b5dbb85b1da9,Vegan,3,Fruits,3.21,1.29,1.91,Avoidable,Frozen,Feed Animals,2024-08-05
d1a21e91-cc4e-4585-aed7-0185ea51689a,Omnivore,1,Beverages,16.11,7.26,8.85,Avoidable,Frozen,Donation,2024-02-03
b33c2708-a2f1-49cb-a00b-dbbf32039c13,Vegetarian,4,Dairy,2.84,2.38,0.46,Avoidable,Refrigerated,Donation,2024-02-27
212e8549-da6e-4ce4-8232-9a78d64b0a7f,Vegetarian,5,Dairy,13.26,4.58,8.68,Avoidable,Pantry,Donation,2024-05-25
c272976d-85f2-4890-83f7-3e65015bc283,Omnivore,2,Snacks,16.85,11.33,5.52,Avoidable,Frozen,Compost,2024-03-20
f49c77e5-bdbd-40c9-9385-87cecf3922ca,Vegan,4,Dairy,7.47,6.88,0.59,Avoidable,Refrigerated,Feed Animals,2024-07-30
c16607fe-e482-424d-b961-84d2b5cfc3e3,Omnivore,1,Grains,4.23,0.63,3.6,Avoidable,Refrigerated,Compost,2024-06-21
2d5d44ee-f63a-492b-8627-04fb41df6a3c,Vegan,5,Dairy,17.91,1.97,15.94,Avoidable,Refrigerated,Trash,2024-07-31
00a99d44-0be5-41ae-9e2a-1c71b4e46f85,Pescatarian,5,Grains,17.83,2.62,15.21,Avoidable,Pantry,Compost,2024-02-07
1242b515-2767-474b-9ca2-bd8e274412bf,Vegan,1,Vegetables,1.94,1.75,0.19,Avoidable,Frozen,Feed Animals,2024-05-05
0cef125d-8741-486d-bd18-958eff9f3dae,Pescatarian,2,Beverages,4.94,1.53,3.4,Avoidable,Refrigerated,Trash,2024-01-26
b697017c-af3e-4bf6-ba4f-dc4abbe98fc4,Vegan,5,Grains,4.17,3.69,0.49,Avoidable,Pantry,Compost,2024-08-07
9d5c8e3f-ba04-42ab-951b-c412629dd0ee,Vegan,6,Grains,7.19,5.45,1.74,Avoidable,Refrigerated,Donation,2024-04-27
ded2ff82-e5ed-48d0-94ed-e1141add98a6,Omnivore,4,Beverages,3.85,2.82,1.03,Avoidable,Pantry,Feed Animals,2024-04-01
8ad7ce4f-e6fa-4da8-b129-43256b36017a,Vegetarian,5,Grains,18.41,12.76,5.64,Avoidable,Refrigerated,Donation,2024-06-26
aa002a6d-685a-4ff6-aacd-9f228771a749,Vegan,5,Dairy,17.5,17.43,0.07,Avoidable,Pantry,Feed Animals,2024-08-06
18ab0e92-6c0c-47f9-aeda-464256c11a8c,Pescatarian,3,Grains,13.68,8.5,5.18,Avoidable,Refrigerated,Compost,2024-05-25
b5312632-0dc5-4d26-8f87-008eb8dbb2b3,Vegetarian,3,Snacks,1.32,0.99,0.33,Avoidable,Refrigerated,Donation,2024-03-05
b0dc2958-9309-494e-90a8-939af6801087,Omnivore,3,Vegetables,5.11,4.19,0.93,Avoidable,Pantry,Feed Animals,2024-05-05
31484270-c358-4ea4-86e8-33d69548525c,Pescatarian,1,Dairy,4.04,3.91,0.14,Avoidable,Refrigerated,Feed Animals,2024-01-10
b27b4a83-5da1-4602-82eb-dfeeab238c0b,Vegan,2,Grains,15.23,5.88,9.34,Avoidable,Frozen,Feed Animals,2024-03-06
194f7152-e9d6-4313-8a94-027986d8a164,Vegetarian,4,Beverages,2.08,1.64,0.44,Avoidable,Frozen,Donation,2024-03-31
fe582949-a7f5-46f7-9966-694a377c9cb0,Vegetarian,2,Beverages,12.7,1.45,11.25,Avoidable,Frozen,Donation,2024-07-06
d91db688-4b6d-45d4-a72e-e1413dba718d,Vegan,5,Meat,15.17,13.35,1.81,Avoidable,Frozen,Donation,2024-09-24
c9326786-8e89-4194-bea3-d8979efe797c,Vegetarian,4,Vegetables,13.05,9.64,3.42,Avoidable,Refrigerated,Donation,2024-09-13
e47655ed-2513-475c-bbe8-5d1e080e3ff3,Vegetarian,6,Dairy,3.98,3.06,0.93,Avoidable,Frozen,Trash,2024-06-09
b86f034e-d9e6-4b03-b497-24eb8d20d6ca,Pescatarian,2,Snacks,1.72,1.38,0.35,Avoidable,Pantry,Compost,2024-07-28
3d08c748-dd08-4d94-aa72-ca56b980e744,Vegetarian,6,Vegetables,14.58,8.6,5.98,Avoidable,Refrigerated,Compost,2024-05-18
d8d18413-8447-4df1-a1f5-d1021b262f81,Omnivore,6,Snacks,6.53,5.42,1.12,Avoidable,Pantry,Trash,2024-09-13
b0f27375-60e7-46b5-bd90-f6c745aea51d,Pescatarian,3,Grains,7.92,6.62,1.3,Avoidable,Frozen,Feed Animals,2024-08-27
445a1376-6fcd-47ba-b9fb-40831e71b595,Pescatarian,3,Meat,14.77,14.69,0.08,Avoidable,Frozen,Feed Animals,2024-07-25
52462051-1dc8-4156-b15f-cbe5d8dc4fa9,Vegan,4,Dairy,8.2,3.68,4.52,Avoidable,Frozen,Donation,2024-08-03
68f6b3e0-2dde-4704-a29c-b26365d61622,Omnivore,5,Snacks,17.05,15.84,1.21,Avoidable,Refrigerated,Donation,2024-03-23
97310ff5-71c1-415e-a514-5520ca0c6c7f,Omnivore,5,Snacks,7.14,6.3,0.85,Avoidable,Refrigerated,Donation,2024-05-11
23a5a095-f7ac-48d1-af01-7213a354ae20,Omnivore,1,Vegetables,10.56,9.45,1.1,Avoidable,Refrigerated,Compost,2024-03-04
1053e8e6-a29d-4460-bf29-c388b427a114,Pescatarian,1,Beverages,12.34,12.12,0.23,Avoidable,Frozen,Trash,2024-04-06
94e8a327-74c4-4aff-942c-aabaec3af6fd,Vegan,3,Grains,19.47,1.29,18.18,Avoidable,Pantry,Feed Animals,2024-01-23
427ada1b-8e0e-4e30-9800-96a76a2376dd,Pescatarian,3,Dairy,12.88,6.47,6.41,Avoidable,Refrigerated,Compost,2024-08-22
d84825b0-6e50-4d19-b167-ae7a80cb0410,Pescatarian,5,Beverages,14.61,9.56,5.06,Avoidable,Refrigerated,Feed Animals,2024-05-28
971f6a19-a595-44a0-a9ee-135b1c609ac4,Vegetarian,6,Vegetables,10.86,1.25,9.61,Avoidable,Pantry,Feed Animals,2024-05-30
19863522-81d9-41b9-a162-5afdb34ad7f3,Vegetarian,5,Grains,13.76,5.44,8.32,Avoidable,Pantry,Donation,2024-05-18
8b8a5910-fccb-4c21-a826-6314975b99d8,Vegetarian,6,Meat,14.82,9.78,5.03,Avoidable,Pantry,Donation,2024-04-23
6f9b7d8f-661d-4c5f-b2ee-eb4048d0095d,Vegetarian,1,Beverages,7.9,0.56,7.34,Avoidable,Pantry,Feed Animals,2024-06-23
28337bef-4fb3-434f-84e2-8324b9e484ba,Vegetarian,2,Grains,3.25,3.01,0.25,Avoidable,Frozen,Compost,2024-06-22
218e4dde-b1da-40bc-af91-4711d9dfe089,Vegan,2,Grains,19.83,19.0,0.83,Avoidable,Pantry,Donation,2024-07-24
f61c973f-725b-4a21-806d-94f0fd39c439,Omnivore,1,Fruits,11.86,3.15,8.71,Avoidable,Refrigerated,Compost,2024-08-13
6f3f7a74-b573-4e47-953a-8ee59849c1c1,Vegan,3,Beverages,7.64,2.44,5.2,Avoidable,Refrigerated,Feed Animals,2024-05-02
093a339e-6ede-40ff-9bd0-67d2458f6afd,Omnivore,1,Beverages,13.01,11.08,1.93,Avoidable,Frozen,Compost,2024-02-04
513584d8-a34d-4544-b3c8-168522dee206,Pescatarian,4,Vegetables,14.29,7.83,6.46,Avoidable,Frozen,Donation,2024-04-05
64b79a52-e9f0-4c7a-864a-9abb2d43ab30,Vegetarian,6,Beverages,2.76,1.85,0.91,Avoidable,Frozen,Trash,2024-03-13
294f8152-28b9-43de-8de5-14b6f72a89d9,Vegan,5,Meat,4.26,2.6,1.66,Avoidable,Frozen,Feed Animals,2024-06-23
e3baab83-6712-4a09-b54d-196e582c629b,Vegetarian,2,Dairy,8.76,6.28,2.48,Avoidable,Refrigerated,Compost,2024-07-22
9cada27a-ea16-4f75-9f28-d561f897fc44,Vegetarian,1,Dairy,19.9,18.37,1.53,Avoidable,Pantry,Compost,2024-02-13
7a355daa-a885-4223-99b1-b7874611a265,Vegetarian,5,Meat,14.34,10.83,3.51,Avoidable,Pantry,Trash,2024-06-07
998e93eb-24b1-4cf5-92be-8d46388721c7,Omnivore,5,Grains,12.59,5.3,7.28,Avoidable,Frozen,Feed Animals,2024-08-01
17485218-1024-439e-a9c8-3e511605593d,Vegan,2,Meat,8.36,3.52,4.84,Avoidable,Pantry,Compost,2024-09-21
5b4ebb9e-2f02-49a0-b5a9-ed1cb2182516,Vegetarian,6,Snacks,2.72,2.41,0.3,Avoidable,Frozen,Donation,2024-03-08
10d2e03b-f04d-4899-8af2-e7327741c58f,Vegetarian,6,Vegetables,1.08,1.01,0.06,Avoidable,Refrigerated,Trash,2024-02-14
e415be71-28a6-4093-a289-a83cd59dd71a,Vegetarian,4,Fruits,13.79,5.62,8.17,Avoidable,Frozen,Trash,2024-06-09
f19883f9-bb8c-4a65-b27c-fabdb68b2c84,Vegetarian,2,Snacks,2.79,0.51,2.27,Avoidable,Frozen,Trash,2024-07-02
4a2bec2b-b284-44dc-aef9-376a399d278d,Vegetarian,3,Beverages,3.15,1.81,1.34,Avoidable,Pantry,Compost,2024-08-17
75a99455-69fc-4d18-ac9d-ce20c32b44d4,Omnivore,5,Snacks,9.64,7.85,1.78,Avoidable,Refrigerated,Feed Animals,2024-03-09
793b419f-659c-4d8a-b558-a5a5eb2325bc,Pescatarian,3,Meat,12.67,12.08,0.58,Avoidable,Frozen,Feed Animals,2024-02-06
69047d87-100b-425a-a028-bd1063165172,Vegan,3,Snacks,15.51,8.68,6.83,Avoidable,Pantry,Feed Animals,2024-01-19
f06e519e-b04e-45b5-a935-6478a9bd9c37,Vegetarian,1,Vegetables,15.02,10.2,4.82,Avoidable,Frozen,Donation,2024-04-18
b5bee7fa-0b01-4e37-81ef-e9341a399068,Omnivore,4,Meat,3.2,2.38,0.82,Avoidable,Pantry,Donation,2024-05-13
6ac6fba1-32f7-4ba1-be3c-f7c579689d05,Vegan,2,Grains,16.75,9.74,7.01,Avoidable,Frozen,Trash,2024-01-08
969693fc-179b-4e96-bead-5b5fd9e15d92,Vegetarian,2,Dairy,16.56,8.48,8.07,Avoidable,Frozen,Donation,2024-08-31
4bb038db-713f-427d-a73e-993a6bb84394,Pescatarian,5,Snacks,14.54,4.79,9.75,Avoidable,Refrigerated,Compost,2024-03-22
7cf5c1ee-5100-43cb-8236-08e57b92a306,Vegan,4,Snacks,14.85,11.84,3.0,Avoidable,Pantry,Donation,2024-08-19
2749a534-2731-448e-8604-74d520cf6748,Vegetarian,5,Grains,17.89,7.7,10.19,Avoidable,Refrigerated,Compost,2024-06-13
54aa36d0-322a-4389-a81c-e1c735d8d5a9,Pescatarian,5,Beverages,7.22,3.11,4.11,Avoidable,Refrigerated,Donation,2024-03-04
72fda6cf-dff1-4c8f-97f0-42e866609686,Pescatarian,5,Snacks,15.71,1.67,14.05,Avoidable,Refrigerated,Compost,2024-03-24
903a2e15-0af6-45f5-a700-0a075ff63089,Omnivore,2,Snacks,6.66,2.77,3.9,Avoidable,Pantry,Donation,2024-02-14
de6faf00-b91e-46d5-b7e0-6e9d740137aa,Omnivore,3,Meat,11.68,1.02,10.66,Avoidable,Frozen,Compost,2024-02-18
9a1ddc45-c7bc-47ac-a423-6885c8cb71f1,Vegan,3,Snacks,16.17,11.81,4.36,Avoidable,Pantry,Donation,2024-06-28
f2a6fb9e-30c3-4109-8b8b-366a7b9d7120,Vegan,2,Beverages,3.03,2.89,0.14,Avoidable,Refrigerated,Feed Animals,2024-09-12
7fd3fab7-f78c-475a-8efb-f898092a8fa3,Vegetarian,4,Beverages,4.31,3.14,1.17,Avoidable,Frozen,Donation,2024-05-09
141b16e4-e268-4bb0-942f-9583bb0a5286,Vegan,5,Beverages,6.48,4.48,2.0,Avoidable,Pantry,Compost,2024-09-02
4dbf2bbf-f264-4bde-be1f-a229ee46f6fd,Pescatarian,6,Grains,3.22,1.26,1.96,Avoidable,Pantry,Trash,2024-02-08
a0071dbd-ba72-4b98-a8fd-8778084f803d,Omnivore,3,Snacks,7.61,5.59,2.02,Avoidable,Frozen,Trash,2024-08-01
77270c6b-534d-4f9f-b069-092d0d65e501,Pescatarian,1,Dairy,6.32,6.0,0.32,Avoidable,Refrigerated,Donation,2024-02-23
c081b668-4bda-44e1-99da-4170b5abc837,Pescatarian,2,Meat,6.68,4.31,2.38,Avoidable,Pantry,Compost,2024-07-27
2c9bcae6-f3f8-4059-992e-57f66b48ece2,Pescatarian,2,Meat,14.37,4.77,9.6,Avoidable,Pantry,Trash,2024-08-11
9fe9b238-5a0a-478f-9bf7-6470d7f9e34b,Omnivore,2,Beverages,1.96,1.78,0.18,Avoidable,Refrigerated,Compost,2024-04-27
09a37ff6-4703-4819-bcbd-9da8bada16c6,Vegetarian,3,Meat,19.37,0.69,18.68,Avoidable,Pantry,Compost,2024-09-01
dd077c8d-cde9-4a0e-b8e3-71ab5d87fcc6,Pescatarian,2,Snacks,8.12,6.49,1.64,Avoidable,Frozen,Donation,2024-07-29
30e259a4-50d4-442e-9083-a72dffa87091,Omnivore,6,Vegetables,5.46,0.61,4.86,Avoidable,Refrigerated,Donation,2024-02-16
598c605b-80c6-4b37-96c3-d80ede9eeae3,Omnivore,6,Beverages,11.2,4.67,6.52,Avoidable,Refrigerated,Compost,2024-08-30
4bfee025-207a-4ebe-a845-ec44ae4efd07,Vegetarian,4,Meat,14.32,4.02,10.31,Avoidable,Frozen,Feed Animals,2024-06-04
f73a494e-52c0-4f17-8330-0bd1851378b0,Vegan,4,Meat,10.09,8.75,1.34,Avoidable,Frozen,Donation,2024-04-24
da4a5baf-b775-4fee-92b3-13ebf1a9c99d,Vegan,6,Fruits,1.15,0.72,0.43,Avoidable,Refrigerated,Donation,2024-04-04
d41042f1-5ea7-430f-ab1b-954579dab54e,Omnivore,3,Meat,7.97,7.44,0.53,Avoidable,Refrigerated,Feed Animals,2024-07-16
273c2557-045c-4124-88b5-ea11bd346ad3,Vegan,4,Meat,5.8,3.97,1.83,Avoidable,Pantry,Trash,2024-06-24
9960095a-a39d-4c41-b66a-35f6c1a7d973,Vegetarian,5,Beverages,17.35,0.87,16.48,Avoidable,Refrigerated,Trash,2024-04-14
b8e1fb3b-21c5-472d-a9b7-227dd5254ce4,Vegan,2,Meat,17.71,13.42,4.29,Avoidable,Frozen,Feed Animals,2024-09-16
caf4fabe-4fac-4041-9b00-4d382762c1a4,Vegan,1,Beverages,9.37,2.03,7.34,Avoidable,Refrigerated,Trash,2024-04-08
983dab48-4914-4b55-a80f-8c113eca9d46,Vegetarian,5,Beverages,15.07,11.55,3.52,Avoidable,Frozen,Trash,2024-07-26
e00fe974-618c-4de3-a442-6a86ea961ac4,Vegetarian,4,Meat,7.12,5.65,1.47,Avoidable,Refrigerated,Donation,2024-01-03
34d7a39e-1d67-4f11-9237-18c23330dc2b,Vegetarian,6,Dairy,19.57,16.78,2.79,Avoidable,Pantry,Feed Animals,2024-08-11
2fc7c39e-101e-48a3-824d-0accee4667cd,Vegan,3,Dairy,9.72,5.36,4.37,Avoidable,Frozen,Trash,2024-03-19
3b92439e-2ce5-4c64-bd2a-c1d64a6c880a,Pescatarian,4,Grains,11.06,7.13,3.93,Avoidable,Refrigerated,Donation,2024-05-17
2af09b22-8001-4a30-b8e9-c468f7eadae7,Vegan,1,Fruits,14.4,3.38,11.02,Avoidable,Frozen,Donation,2024-02-13
6aee8d10-7ecc-4401-ac11-9a11b064b62f,Vegetarian,6,Beverages,9.04,6.68,2.36,Avoidable,Pantry,Trash,2024-07-03
c88bfbb4-4333-404a-a58b-f3b28b82fe54,Vegan,2,Vegetables,13.5,12.19,1.3,Avoidable,Frozen,Compost,2024-07-31
6b36c4ee-d47e-4f33-a059-85adf548d0be,Vegetarian,6,Snacks,7.58,1.2,6.38,Avoidable,Pantry,Donation,2024-05-29
5a758f0b-d2d2-4fe9-8202-3bc9b0ae2040,Vegetarian,5,Beverages,13.77,11.24,2.53,Avoidable,Refrigerated,Compost,2024-07-21
7afd22cd-b017-419e-894f-586e3eb84fbc,Vegetarian,2,Vegetables,2.2,1.44,0.76,Avoidable,Pantry,Compost,2024-01-22
4072a225-5863-400f-afd4-f608b4de0666,Vegetarian,3,Vegetables,14.91,13.73,1.18,Avoidable,Pantry,Compost,2024-07-17
c075dd73-208e-4e38-8897-23759738ab10,Omnivore,5,Vegetables,17.91,10.67,7.24,Avoidable,Refrigerated,Compost,2024-02-07
63c31bcf-0538-4c64-8f03-744597854a79,Vegan,1,Beverages,5.69,3.79,1.9,Avoidable,Frozen,Trash,2024-09-16
1739d246-31a2-4def-b352-588e2bd7ef0b,Pescatarian,6,Snacks,9.09,4.21,4.88,Avoidable,Refrigerated,Feed Animals,2024-02-24
6a92d2d8-4ecf-4956-85b9-d5977e8cc8b2,Pescatarian,3,Grains,1.63,1.1,0.53,Avoidable,Pantry,Trash,2024-07-05
158d6509-c722-47c1-a046-48d23ba91bb4,Vegan,6,Beverages,7.61,6.83,0.78,Avoidable,Pantry,Donation,2024-09-01
63831c42-718f-4f2e-8d7c-aff8891d5bab,Vegetarian,5,Grains,19.68,9.64,10.04,Avoidable,Pantry,Donation,2024-03-10
bda7a15c-09a1-404e-9218-ef2ab3d7ffb6,Vegan,1,Grains,8.74,2.8,5.94,Avoidable,Frozen,Donation,2024-07-11
a991d701-6b97-45b3-849f-91d14c1f3e25,Omnivore,2,Beverages,3.25,1.71,1.54,Avoidable,Refrigerated,Feed Animals,2024-02-08
e92f7ba8-a721-4883-9c4d-3508f8006879,Pescatarian,4,Meat,2.64,1.66,0.98,Avoidable,Refrigerated,Feed Animals,2024-06-19
f7a0b432-ce35-4985-b74d-2a15222a53ba,Omnivore,2,Grains,15.02,0.9,14.12,Avoidable,Refrigerated,Donation,2024-04-08
c5749c1e-390e-46d7-81d8-f9cab89c60d1,Vegan,2,Fruits,14.7,14.62,0.07,Avoidable,Pantry,Trash,2024-04-22
188dee46-1a62-488c-a2aa-a440a98febd6,Omnivore,5,Meat,18.7,2.11,16.59,Avoidable,Refrigerated,Donation,2024-09-01
d85458d8-20db-4480-99f2-8d79e4a36dab,Omnivore,2,Beverages,1.08,0.55,0.54,Avoidable,Pantry,Compost,2024-04-07
fd603678-bbd6-4040-a7b5-c7263f2887d6,Pescatarian,2,Fruits,10.33,9.74,0.59,Avoidable,Refrigerated,Compost,2024-05-03
eed64d72-d05d-4618-b1c1-5e10b85761ed,Vegetarian,1,Dairy,8.11,6.95,1.16,Avoidable,Pantry,Donation,2024-01-07
dce96619-89bf-4fed-8851-d355da29d3b3,Vegan,3,Vegetables,12.05,9.82,2.23,Avoidable,Refrigerated,Trash,2024-04-08
40d8301d-55cd-4b2f-86ec-1c93136b6ff0,Vegetarian,4,Beverages,11.51,5.01,6.51,Avoidable,Refrigerated,Donation,2024-03-11
6c7ee30c-175a-4808-a876-1e1ee4217ab6,Omnivore,6,Snacks,14.16,4.3,9.86,Avoidable,Frozen,Compost,2024-05-04
8414d77e-bd31-4c31-a7ad-4d0c1610af14,Vegetarian,6,Snacks,4.08,2.87,1.21,Avoidable,Pantry,Trash,2024-09-03
b798e692-02dc-4b1b-81d1-8f48731b6ccd,Vegan,5,Dairy,5.58,2.7,2.88,Avoidable,Frozen,Feed Animals,2024-08-09
aa05211e-0248-429e-93c5-38875f66486c,Pescatarian,3,Dairy,15.16,5.36,9.81,Avoidable,Refrigerated,Trash,2024-07-14
237bc865-8227-41df-978a-fb7984a36bcc,Omnivore,6,Beverages,2.61,1.32,1.29,Avoidable,Pantry,Trash,2024-09-19
0e5573e4-d155-4901-a997-92bdc84cbaca,Pescatarian,5,Meat,16.9,7.26,9.63,Avoidable,Pantry,Donation,2024-07-22
16d628bf-2d79-448f-91bb-2bf151687000,Omnivore,2,Vegetables,18.64,13.36,5.28,Avoidable,Refrigerated,Donation,2024-09-16
56d6d2a2-7085-438f-a092-fc7706b2e0e4,Vegan,2,Vegetables,2.85,2.62,0.23,Avoidable,Pantry,Donation,2024-07-10
17977bcb-8ace-46c9-8fdf-5b707342d516,Vegan,5,Grains,11.8,7.05,4.76,Avoidable,Refrigerated,Donation,2024-01-01
4499b970-72a6-4b8e-bf56-a19e0b640b92,Vegan,6,Grains,14.06,7.62,6.44,Avoidable,Refrigerated,Feed Animals,2024-05-24
0c1feed1-f7fb-4d27-932a-9efa691715b1,Omnivore,2,Meat,19.36,12.54,6.82,Avoidable,Frozen,Donation,2024-06-24
7365ccd0-b759-4a21-95ec-0a243ab61d90,Vegan,1,Beverages,17.23,7.26,9.97,Avoidable,Refrigerated,Donation,2024-09-22
090a6cfd-81a5-4471-93bc-7e5624242636,Vegan,2,Snacks,1.45,0.84,0.61,Avoidable,Refrigerated,Feed Animals,2024-02-07
